"","Full.Address","CAD.inc.Number","Nature.of.Call","Unit","Date.Time.Received","Date.Time.Dispatched","Date.Time.Arrived","Date.Time.Cleared","first.responder","first.responder.response.time","IncType","LocType","LocName","NearTag","Address","lon","lat","is.first.responder","Date","Date.Short","Year.Month","Month","Year","bad.geocode","Y","X","from.Lowell","from.HQ","from.FiveFifteen","from.JoyWashington"
"561","35 BURNSIDE AVE, Somerville, Massachusetts","1401333","MEDICAL AID","E1","2/8/2014 0:10","2/8/2014 0:11","2/8/2014 0:15","2/8/2014 0:25","E1",4.12,"MEDICAL AID","S","BURNSIDE AV","ELM ST AND SUMMER ST","35 BURNSIDE AV",-71.1166594,42.3913252,1,2014-02-08 00:10:00,2014-02-08,"2014-02","02","2014",0,42.3913252,-71.1166594,"2.98333333333333","9.45","4.18333333333333","8.45"
"562","35 CHARLESTOWN ST, Somerville, Massachusetts","1402056","S FIRE ALARM","E3","2/28/2014 20:37","2/28/2014 20:37","2/28/2014 20:40","2/28/2014 20:44","E3",2.38,"S FIRE ALARM","B","WALNUT STREET CENTER","ALLEN ST AND MERRIAM ST","35 CHARLESTOWN ST",-71.0920211,42.376527,1,2014-02-28 20:37:00,2014-03-01,"2014-02","02","2014",0,42.376527,-71.0920211,"6.98333333333333","6.45","5.56666666666667","3.2"
"563","35 CHARLESTOWN ST, Somerville, Massachusetts","1308122","MEDICAL AID","E3","8/20/2013 15:13","8/20/2013 15:14","8/20/2013 15:16","8/20/2013 15:32","E3",1.82,"MEDICAL AID","B","WALNUT STREET CENTER","ALLEN ST AND MERRIAM ST","35 CHARLESTOWN ST",-71.0920211,42.376527,1,2013-08-20 15:13:00,2013-08-20,"2013-08","08","2013",0,42.376527,-71.0920211,"6.98333333333333","6.45","5.56666666666667","3.2"
"564","35 ELM ST, Somerville, Massachusetts","1206636","MEDICAL AID","E1","8/5/2012 14:47","8/5/2012 14:48","8/5/2012 14:50","8/5/2012 15:07","E1",2.85,"MEDICAL AID","S","ELM ST","LINDEN AV AND CEDAR ST","35 ELM ST",-71.1146135,42.3873091,1,2012-08-05 14:47:00,2012-08-05,"2012-08","08","2012",0,42.3873091,-71.1146135,"1.33333333333333","10.0333333333333","2.53333333333333","8.2"
"565","35 EVERETT AVE, Somerville, Massachusetts","1210487","FIRE","E1","11/15/2012 9:41","11/15/2012 9:54","11/15/2012 9:54","11/15/2012 10:11","E1",0.13,"FIRE","S","EVERETT AV","CROSS ST AND MCGRATH HWY","35 EVERETT AV",-71.0893863,42.3871685,1,2012-11-15 09:41:00,2012-11-15,"2012-11","11","2012",0,42.3871685,-71.0893863,"9.48333333333333","3.7","8.05","3.4"
"566","35 MCGRATH HWY, Somerville, Massachusetts","1408166","MEDICAL AID","E3","8/20/2014 13:54","8/20/2014 13:55","8/20/2014 13:58","8/20/2014 14:03","E3",2.93,"MEDICAL AID","S","MCGRATH HWY","CAMBRDGE LINE & RAILROAD BRDGE","35 MCGRATH HWY",-71.082686,42.374453,1,2014-08-20 13:54:00,2014-08-20,"2014-08","08","2014",0,42.374453,-71.082686,"11.0166666666667","7.71666666666667","9.58333333333333","5.93333333333333"
"567","35 MCGRATH HWY, Somerville, Massachusetts","1206396","MEDICAL AID","E3","7/29/2012 16:28","7/29/2012 16:32","7/29/2012 16:33","7/29/2012 16:39","E3",1.33,"MEDICAL AID","B","LECHMERE CAR WASH","CAMBRDGE LINE & RAILROAD BRDGE","35 MCGRATH HWY",-71.082686,42.374453,1,2012-07-29 16:28:00,2012-07-29,"2012-07","07","2012",0,42.374453,-71.082686,"11.0166666666667","7.71666666666667","9.58333333333333","5.93333333333333"
"568","35 MEDFORD ST, Somerville, Massachusetts","1203575","MEDICAL AID","E3","5/1/2012 23:17","5/1/2012 23:17","5/1/2012 23:20","5/1/2012 23:25","E3",3.33,"MEDICAL AID","S","MEDFORD ST","RAILROAD TRKS & RAILROAD BRDGE","35 MEDFORD ST",-71.0879085,42.3744208,1,2012-05-01 23:17:00,2012-05-02,"2012-05","05","2012",0,42.3744208,-71.0879085,"7.61666666666667","5.11666666666667","6.2","2.63333333333333"
"569","35 MEDFORD ST, Somerville, Massachusetts","1207212","MEDICAL AID","E3","8/20/2012 20:32","8/20/2012 20:33","8/20/2012 20:34","8/20/2012 20:41","E3",1.08,"MEDICAL AID","S","MEDFORD ST","RAILROAD TRKS & RAILROAD BRDGE","35 MEDFORD ST",-71.0879085,42.3744208,1,2012-08-20 20:32:00,2012-08-21,"2012-08","08","2012",0,42.3744208,-71.0879085,"7.61666666666667","5.11666666666667","6.2","2.63333333333333"
"570","35 PROSPECT ST, Somerville, Massachusetts","1409624","MEDICAL AID","E3","9/26/2014 19:50","9/26/2014 19:50","9/26/2014 19:54","9/26/2014 20:07","E3",3.23,"MEDICAL AID","B","CROSSFIT SOMERVILLE","NEWTON ST AND PROSPECT PL","35 PROSPECT ST",-71.0947625,42.3783518,1,2014-09-26 19:50:00,2014-09-27,"2014-09","09","2014",0,42.3783518,-71.0947625,"5.75","7.73333333333333","4.31666666666667","4.5"
"571","35 ROSSMORE ST, Somerville, Massachusetts","1203504","FIRE","E3","4/29/2012 11:37","4/29/2012 11:37","4/29/2012 11:39","4/29/2012 12:08","E3",2.33,"FIRE","S","ROSSMORE ST","SOMERVILLE AV & WASHINGTON ST","35 ROSSMORE ST",-71.0910862,42.3792975,1,2012-04-29 11:37:00,2012-04-29,"2012-04","04","2012",0,42.3792975,-71.0910862,"6.43333333333333","4.76666666666667","5.01666666666667","1.53333333333333"
"572","352 MCGRATH HWY, Somerville, Massachusetts","1205639","MEDICAL AID","E3","7/7/2012 2:11","7/7/2012 2:12","7/7/2012 2:14","7/7/2012 2:20","E3",2.77,"MEDICAL AID","B","TAYLOR RENTAL","WASHINGTN ST & PROSPCT HILL AV","352 MCGRATH HWY",-71.0902976,42.3806674,1,2012-07-07 02:11:00,2012-07-07,"2012-07","07","2012",0,42.3806674,-71.0902976,"6.68333333333333","3.83333333333333","5.25","2.56666666666667"
"573","352 WASHINGTON ST, Somerville, Massachusetts","1412615","MEDICAL AID","E3","12/17/2014 16:13","12/17/2014 16:14","12/17/2014 16:17","12/17/2014 16:40","E3",3.15,"MEDICAL AID","B","ABJ AUTO SUPPLY WAREHOUSE","PARKDALE ST AND ROSE ST","352 WASHINGTON ST",-71.102465,42.3791038,1,2014-12-17 16:13:00,2014-12-17,"2014-12","12","2014",0,42.3791038,-71.102465,"3.63333333333333","7.36666666666667","2.2","4.13333333333333"
"574","353 SOMERVILLE AVE, Somerville, Massachusetts","1411026","B FIRE ALARM","E3","11/4/2014 7:00","11/4/2014 7:00","11/4/2014 7:04","11/4/2014 7:17","E3",3.6,"B FIRE ALARM","B","EMERALD BUILDING APARTMENTS","UNION SQ AND BOW ST","353 SOMERVILLE AV",-71.0986,42.381077,1,2014-11-04 07:00:00,2014-11-04,"2014-11","11","2014",0,42.381077,-71.0986,"4.16666666666667","6","2.96666666666667","4.03333333333333"
"575","358 BEACON ST, Somerville, Massachusetts","1409093","FIRE","E1","9/13/2014 20:21","9/13/2014 20:21","9/13/2014 20:25","9/13/2014 20:39","E1",3.33,"FIRE","S","BEACON ST","FOREST ST AND OXFORD ST","358 BEACON ST",-71.1157484,42.3856972,1,2014-09-13 20:21:00,2014-09-14,"2014-09","09","2014",0,42.3856972,-71.1157484,"1.71666666666667","11.1166666666667","2.91666666666667","7.78333333333333"
"576","359 SOMERVILLE AVE, Somerville, Massachusetts","1202807","MEDICAL AID","E3","4/6/2012 17:22","4/6/2012 17:23","4/6/2012 17:26","4/6/2012 17:31","E3",3.2,"MEDICAL AID","S","SOMERVILLE AV","UNION SQ AND BOW ST","359 SOMERVILLE AV",-71.098826,42.3811582,1,2012-04-06 17:22:00,2012-04-06,"2012-04","04","2012",0,42.3811582,-71.098826,"4.13333333333333","5.96666666666667","2.93333333333333","4"
"577","36 BOW ST, Somerville, Massachusetts","1306703","MEDICAL AID","E3","7/13/2013 12:26","7/13/2013 12:26","7/13/2013 12:29","7/13/2013 12:42","E3",2.65,"MEDICAL AID","B","SANDRA GOLI DENTIST","UNION SQ AND SOMERVILLE AV","36 BOW ST",-71.0977012,42.3814025,1,2013-07-13 12:26:00,2013-07-13,"2013-07","07","2013",0,42.3814025,-71.0977012,"4.81666666666667","7.15","3.38333333333333","3.91666666666667"
"578","36 ELM ST, Somerville, Massachusetts","1305550","MEDICAL AID","E1","6/9/2013 15:49","6/9/2013 15:50","6/9/2013 15:52","6/9/2013 16:06","E1",1.87,"MEDICAL AID","S","ELM ST","SOMERVILLE AV AND MOSSLAND ST","36 ELM ST",-71.114993,42.386992,1,2013-06-09 15:49:00,2013-06-09,"2013-06","06","2013",0,42.386992,-71.114993,"1.11666666666667","9.85","2.31666666666667","7.98333333333333"
"579","36 HORACE ST, Somerville, Massachusetts","1304544","MEDICAL AID","E3","5/11/2013 22:58","5/11/2013 22:58","5/11/2013 23:01","5/11/2013 23:26","E3",2.98,"MEDICAL AID","S","HORACE ST","WARD ST AND DEAD END","36 HORACE ST",-71.0893495,42.3755065,1,2013-05-11 22:58:00,2013-05-12,"2013-05","05","2013",0,42.3755065,-71.0893495,"8.08333333333333","5.58333333333333","6.65","3.08333333333333"
"580","36 HORACE ST, Somerville, Massachusetts","1403246","MEDICAL AID","E3","4/8/2014 16:03","4/8/2014 16:04","4/8/2014 16:07","4/8/2014 16:17","E3",2.65,"MEDICAL AID","S","HORACE ST","WARD ST AND DEAD END","36 HORACE ST",-71.0893495,42.3755065,1,2014-04-08 16:03:00,2014-04-08,"2014-04","04","2014",0,42.3755065,-71.0893495,"8.08333333333333","5.58333333333333","6.65","3.08333333333333"
"581","36 HORACE ST, Somerville, Massachusetts","1208676","MEDICAL AID","E3","9/29/2012 17:20","9/29/2012 17:23","9/29/2012 17:25","9/29/2012 17:39","E3",2.32,"MEDICAL AID","S","HORACE ST","WARD ST AND DEAD END","36 HORACE ST",-71.0893495,42.3755065,1,2012-09-29 17:20:00,2012-09-29,"2012-09","09","2012",0,42.3755065,-71.0893495,"8.08333333333333","5.58333333333333","6.65","3.08333333333333"
"582","36 HORACE ST, Somerville, Massachusetts","1204080","MEDICAL AID","E3","5/17/2012 10:24","5/17/2012 10:25","5/17/2012 10:29","5/17/2012 10:38","E3",3.7,"MEDICAL AID","S","HORACE ST","WARD ST AND DEAD END","36 HORACE ST",-71.0893495,42.3755065,1,2012-05-17 10:24:00,2012-05-17,"2012-05","05","2012",0,42.3755065,-71.0893495,"8.08333333333333","5.58333333333333","6.65","3.08333333333333"
"583","36 LAUREL ST, Somerville, Massachusetts","1409417","B FIRE ALARM","E1","9/21/2014 14:15","9/21/2014 14:15","9/21/2014 14:19","9/21/2014 14:32","E1",4.22,"B FIRE ALARM","S","LAUREL ST","LAUREL AV AND SUMMER ST","36 LAUREL ST",-71.104784,42.3845389,1,2014-09-21 14:15:00,2014-09-21,"2014-09","09","2014",0,42.3845389,-71.104784,"2.7","7.43333333333333","2.06666666666667","5.56666666666667"
"584","36 SUMMER ST, Somerville, Massachusetts","1305063","S FIRE ALARM","E3","5/28/2013 13:16","5/28/2013 13:16","5/28/2013 13:20","5/28/2013 13:26","E3",3.17,"S FIRE ALARM","B","TODAY'S LAUNDROMAT","BOW ST AND CHURCH ST","36 SUMMER ST",-71.0993523,42.3830098,1,2013-05-28 13:16:00,2013-05-28,"2013-05","05","2013",0,42.3830098,-71.0993523,"3.46666666666667","5.95","2.26666666666667","4.21666666666667"
"585","360 SOMERVILLE AVE, Somerville, Massachusetts","1304664","GAS LEAK INSIDE","E3","5/15/2013 23:43","5/15/2013 23:46","5/15/2013 23:49","5/15/2013 23:56","E3",3.33,"GAS LEAK INSIDE","S","SOMERVILLE AV","HAWKINS ST AND KILBY ST","360 SOMERVILLE AV",-71.0991172,42.3808806,1,2013-05-15 23:43:00,2013-05-16,"2013-05","05","2013",0,42.3808806,-71.0991172,"3.21666666666667","6.36666666666667","1.78333333333333","4.4"
"586","360 SOMERVILLE AVE, Somerville, Massachusetts","1205710","A FIRE ALARM","E3","7/9/2012 21:05","7/9/2012 21:07","7/9/2012 21:10","7/9/2012 21:14","E3",2.85,"A FIRE ALARM","S","SOMERVILLE AV","HAWKINS ST AND KILBY ST","360 SOMERVILLE AV",-71.0991172,42.3808806,1,2012-07-09 21:05:00,2012-07-10,"2012-07","07","2012",0,42.3808806,-71.0991172,"3.21666666666667","6.36666666666667","1.78333333333333","4.4"
"587","361 WASHINGTON ST, Somerville, Massachusetts","1407057","MEDICAL AID","E3","7/23/2014 8:36","7/23/2014 8:37","7/23/2014 8:40","7/23/2014 8:50","E3",3.82,"MEDICAL AID","S","WASHINGTON ST","LELAND ST AND DANE ST","361 WASHINGTON ST",-71.1035226,42.3789888,1,2014-07-23 08:36:00,2014-07-23,"2014-07","07","2014",0,42.3789888,-71.1035226,"3.43333333333333","7.63333333333333","2.01666666666667","4.38333333333333"
"588","365 SOMERVILLE AVE, Somerville, Massachusetts","1200062","A FIRE ALARM","E1","1/3/2012 13:41","1/3/2012 13:42","1/3/2012 13:45","1/3/2012 14:05","E1",2.8,"A FIRE ALARM","B","INTERNATIONAL MARKET","UNION SQ AND BOW ST","365 SOMERVILLE AV",-71.0991496,42.3812361,1,2012-01-03 13:41:00,2012-01-03,"2012-01","01","2012",0,42.3812361,-71.0991496,"3.08333333333333","6.23333333333333","1.65","4.26666666666667"
"589","366 SOMERVILLE AVE, Somerville, Massachusetts","1409131","A FIRE ALARM","E3","9/15/2014 5:22","9/15/2014 5:23","9/15/2014 5:27","9/15/2014 5:37","E3",4.37,"A FIRE ALARM","B","BULL MCCABES","KILBY ST AND CARLTON ST","366 SOMERVILLE AV",-71.099419,42.380767,1,2014-09-15 05:22:00,2014-09-15,"2014-09","09","2014",0,42.380767,-71.099419,"3.31666666666667","6.46666666666667","1.88333333333333","4.5"
"590","366 SOMERVILLE AVE, Somerville, Massachusetts","1202486","A FIRE ALARM","E3","3/26/2012 21:48","3/26/2012 21:49","3/26/2012 21:52","3/26/2012 22:00","E3",3.35,"A FIRE ALARM","B","BULL MCCABE'S","KILBY ST AND CARLTON ST","366 SOMERVILLE AV",-71.099419,42.380767,1,2012-03-26 21:48:00,2012-03-27,"2012-03","03","2012",0,42.380767,-71.099419,"3.31666666666667","6.46666666666667","1.88333333333333","4.5"
"591","37 HANCOCK ST, Somerville, Massachusetts","1206830","MEDICAL AID","E1","8/9/2012 23:00","8/9/2012 23:00","8/9/2012 23:05","8/9/2012 23:08","E1",4.37,"MEDICAL AID","S","HANCOCK ST","ELM ST AND SUMMER ST","37 HANCOCK ST",-71.1159382,42.3911923,1,2012-08-09 23:00:00,2012-08-10,"2012-08","08","2012",0,42.3911923,-71.1159382,"2.9","9.35","4.1","8.35"
"592","37 HARRISON ST, Somerville, Massachusetts","1201239","MEDICAL AID","E1","2/13/2012 4:08","2/13/2012 4:08","2/13/2012 4:14","2/13/2012 4:32","E1",5.85,"MEDICAL AID","S","HARRISON ST","IVALOO ST AND KENT ST","37 HARRISON ST",-71.1098109,42.3821929,1,2012-02-13 04:08:00,2012-02-13,"2012-02","02","2012",0,42.3821929,-71.1098109,"3.11666666666667","10.2333333333333","2.05","7.28333333333333"
"593","37 LEWIS ST, Somerville, Massachusetts","1308072","A FIRE ALARM","E1","8/19/2013 11:20","8/19/2013 11:20","8/19/2013 11:25","8/19/2013 11:28","E1",5.12,"A FIRE ALARM","S","LEWIS ST","38 MAGNUS AV AND DEAD END","37 LEWIS ST",-71.102114,42.377625,1,2013-08-19 11:20:00,2013-08-19,"2013-08","08","2013",0,42.377625,-71.102114,"4.43333333333333","7.98333333333333","3.01666666666667","4.75"
"594","37 OAK ST, Somerville, Massachusetts","1301994","A FIRE ALARM","E3","2/25/2013 19:08","2/25/2013 19:11","2/25/2013 19:15","2/25/2013 19:24","E3",3.82,"A FIRE ALARM","S","OAK ST","OAK STREET PL AND HOUGHTON ST","37 OAK ST",-71.0985821,42.3760372,1,2013-02-25 19:08:00,2013-02-26,"2013-02","02","2013",0,42.3760372,-71.0985821,"7.08333333333333","9.06666666666667","5.65","5.83333333333333"
"595","37 QUINCY ST, Somerville, Massachusetts","1210882","CARB MON DETECT","E3","11/29/2012 10:09","11/29/2012 10:09","11/29/2012 10:13","11/29/2012 10:24","E3",3.62,"CARB MON DETECT","S","QUINCY ST","SOMERVILLE AV AND SUMMER ST","37 QUINCY ST",-71.1000024,42.3832305,1,2012-11-29 10:09:00,2012-11-29,"2012-11","11","2012",0,42.3832305,-71.1000024,"3.15","6.98333333333333","1.73333333333333","5.01666666666667"
"596","37 UNION SQ, Somerville, Massachusetts","1401191","MEDICAL AID","E3","2/3/2014 14:34","2/3/2014 14:35","2/3/2014 14:37","2/3/2014 14:48","E3",2.72,"MEDICAL AID","B","EAST BOSTON SAVINGS BANK","SOMERVILLE AV AND BOW ST","37 UNION SQ",-71.0969606,42.3801755,1,2014-02-03 14:34:00,2014-02-03,"2014-02","02","2014",0,42.3801755,-71.0969606,"3.8","6.96666666666667","2.38333333333333","4.41666666666667"
"597","37 WILLOW AVE, Somerville, Massachusetts","1311142","MEDICAL AID","E1","11/7/2013 10:55","11/7/2013 10:55","11/7/2013 10:58","11/7/2013 11:10","E1",3.13,"MEDICAL AID","S","WILLOW AV","ELM ST AND SUMMER ST","37 WILLOW AV",-71.117654,42.392482,1,2013-11-07 10:55:00,2013-11-07,"2013-11","11","2013",0,42.392482,-71.117654,"3.08333333333333","10.55","4.28333333333333","9.55"
"598","372 BEACON ST, Somerville, Massachusetts","1208549","A FIRE ALARM","E1","9/26/2012 1:34","9/26/2012 1:34","9/26/2012 1:38","9/26/2012 1:42","E1",3.17,"A FIRE ALARM","S","BEACON ST","OXFORD ST AND ROSELAND ST","372 BEACON ST",-71.1164248,42.3863445,1,2012-09-26 01:34:00,2012-09-26,"2012-09","09","2012",0,42.3863445,-71.1164248,"1.55","10.95","2.75","8.11666666666667"
"599","373 WASHINGTON ST, Somerville, Massachusetts","1311796","MEDICAL AID","E3","11/26/2013 12:25","11/26/2013 12:26","11/26/2013 12:31","11/26/2013 12:34","E3",5.25,"MEDICAL AID","B","THE TRAINING ROOM","DANE ST AND HANSON ST","373 WASHINGTON ST",-71.1043525,42.3790065,1,2013-11-26 12:25:00,2013-11-26,"2013-11","11","2013",0,42.3790065,-71.1043525,"3.06666666666667","7.9","1.65","4.65"
"600","38 CALVIN ST, Somerville, Massachusetts","1308137","A FIRE ALARM","E3","8/21/2013 4:08","8/21/2013 4:09","8/21/2013 4:13","8/21/2013 4:43","E3",3.88,"A FIRE ALARM","S","CALVIN ST","DIMICK ST AND BEACON ST","38 CALVIN ST",-71.1042755,42.3773998,1,2013-08-21 04:08:00,2013-08-21,"2013-08","08","2013",0,42.3773998,-71.1042755,"3.83333333333333","8.48333333333333","2.41666666666667","5.25"
"601","38 IBBETSON ST, Somerville, Massachusetts","1401801","MEDICAL AID","E1","2/20/2014 12:57","2/20/2014 12:58","2/20/2014 13:00","2/20/2014 13:17","E1",2.15,"MEDICAL AID","S","IBBETSON ST","SOMERVILLE AV AND KIMBALL ST","38 IBBETSON ST",-71.1116287,42.3860813,1,2014-02-20 12:57:00,2014-02-20,"2014-02","02","2014",0,42.3860813,-71.1116287,"1.1","10.5","2.3","7.96666666666667"
"602","388 SOMERVILLE AVE, Somerville, Massachusetts","1210201","E FIRE ALARM","E1","11/7/2012 9:17","11/7/2012 9:18","11/7/2012 9:21","11/7/2012 9:31","E1",2.98,"E FIRE ALARM","B","APARTMENT HOUSE","CARLTON ST AND CHURCH ST","388 SOMERVILLE AV",-71.100376,42.381202,1,2012-11-07 09:17:00,2012-11-07,"2012-11","11","2012",0,42.381202,-71.100376,"2.86666666666667","6.6","1.45","4.85"
"603","39 BOSTON ST, Somerville, Massachusetts","1207084","MEDICAL AID","E3","8/17/2012 0:10","8/17/2012 0:11","8/17/2012 0:15","8/17/2012 0:26","E3",3.65,"MEDICAL AID","S","BOSTON ST","PROSPCT HILL AV & GREENVILL ST","39 BOSTON ST",-71.091569,42.382139,1,2012-08-17 00:10:00,2012-08-17,"2012-08","08","2012",0,42.382139,-71.091569,"6.1","4.11666666666667","4.68333333333333","3.61666666666667"
"604","39 CHERRY ST, Somerville, Massachusetts","1301560","MEDICAL AID","E1","2/12/2013 15:08","2/12/2013 15:08","2/12/2013 15:13","2/12/2013 15:18","E1",4.52,"MEDICAL AID","S","CHERRY ST","STEEVES CIR AND SUMMER ST","39 CHERRY ST",-71.1149482,42.3912171,1,2013-02-12 15:08:00,2013-02-12,"2013-02","02","2013",0,42.3912171,-71.1149482,"2.41666666666667","8.86666666666667","3.61666666666667","7.86666666666667"
"605","39 MANSFIELD ST, Somerville, Massachusetts","1307631","A FIRE ALARM","E3","8/7/2013 6:16","8/7/2013 6:17","8/7/2013 6:20","8/7/2013 6:26","E3",3.1,"A FIRE ALARM","S","MANSFIELD ST","SOMERVILLE AV & WASHINGTON ST","39 MANSFIELD ST",-71.0903505,42.3791152,1,2013-08-07 06:16:00,2013-08-07,"2013-08","08","2013",0,42.3791152,-71.0903505,"6.7","5.16666666666667","5.26666666666667","2.68333333333333"
"606","39 MARION ST, Somerville, Massachusetts","1404848","MEDICAL AID","E3","5/24/2014 11:43","5/24/2014 11:44","5/24/2014 11:47","5/24/2014 11:52","E3",3.3,"MEDICAL AID","S","MARION ST","ADRIAN ST AND WYATT ST","39 MARION ST",-71.1005619,42.3774022,1,2014-05-24 11:43:00,2014-05-24,"2014-05","05","2014",0,42.3774022,-71.1005619,"4.95","8.28333333333333","3.53333333333333","5.05"
"607","39 MEDFORD ST, Somerville, Massachusetts","1303158","MEDICAL AID","E3","4/1/2013 16:53","4/1/2013 16:56","4/1/2013 16:59","4/1/2013 17:03","E3",3.32,"MEDICAL AID","B","PLANET SELF STORAGE","RAILROAD TRKS & RAILROAD BRDGE","39 R MEDFORD ST",-71.0880529,42.3741799,1,2013-04-01 16:53:00,2013-04-01,"2013-04","04","2013",0,42.3741799,-71.0880529,"7.66666666666667","5.16666666666667","6.25","2.68333333333333"
"608","39 MEDFORD ST, Somerville, Massachusetts","1206200","MEDICAL AID","E3","7/23/2012 21:17","7/23/2012 21:18","7/23/2012 21:20","7/23/2012 21:27","E3",2.43,"MEDICAL AID","B","PLANET SELF STORAGE","RAILROAD TRKS & RAILROAD BRDGE","39 MEDFORD ST",-71.0880529,42.3741799,1,2012-07-23 21:17:00,2012-07-24,"2012-07","07","2012",0,42.3741799,-71.0880529,"7.66666666666667","5.16666666666667","6.25","2.68333333333333"
"609","390 WASHINGTON ST, Somerville, Massachusetts","1309203","A FIRE ALARM","E3","9/16/2013 8:37","9/16/2013 8:37","9/16/2013 8:40","9/16/2013 8:51","E3",3.5,"A FIRE ALARM","I","","","390 WASHINGTON ST",-71.1051899,42.378333,1,2013-09-16 08:37:00,2013-09-16,"2013-09","09","2013",0,42.378333,-71.1051899,"3.9","8.45","2.48333333333333","5.21666666666667"
"610","4 ALDERSEY ST, Somerville, Massachusetts","1412171","S FIRE ALARM","E3","12/7/2014 12:29","12/7/2014 12:30","12/7/2014 12:33","12/7/2014 12:39","E3",3.45,"S FIRE ALARM","S","ALDERSEY ST","WALNUT ST AND VINAL AV","4 ALDERSEY ST",-71.0960802,42.3828712,1,2014-12-07 12:29:00,2014-12-07,"2014-12","12","2014",0,42.3828712,-71.0960802,"5.28333333333333","5.68333333333333","3.86666666666667","4.4"
"611","4 ALDERSEY ST, Somerville, Massachusetts","1405711","MEDICAL AID","E3","6/16/2014 20:36","6/16/2014 20:37","6/16/2014 20:40","6/16/2014 20:51","E3",2.78,"MEDICAL AID","S","ALDERSEY ST","WALNUT ST AND VINAL AV","4 ALDERSEY ST",-71.0960802,42.3828712,1,2014-06-16 20:36:00,2014-06-17,"2014-06","06","2014",0,42.3828712,-71.0960802,"5.28333333333333","5.68333333333333","3.86666666666667","4.4"
"612","4 MORTON ST, Somerville, Massachusetts","1207551","MEDICAL AID","E3","8/30/2012 21:38","8/30/2012 21:38","8/30/2012 21:42","8/30/2012 21:46","E3",3.82,"MEDICAL AID","S","MORTON ST","KNOWLTON ST AND GLEN ST","4 MORTON ST",-71.0875484,42.3817361,1,2012-08-30 21:38:00,2012-08-31,"2012-08","08","2012",0,42.3817361,-71.0875484,"8.75","5.26666666666667","7.31666666666667","1.55"
"613","4 PLEASANT AVE, Somerville, Massachusetts","1307940","A FIRE ALARM","E3","8/15/2013 18:29","8/15/2013 18:29","8/15/2013 18:33","8/15/2013 18:43","E3",3.33,"A FIRE ALARM","S","PLEASANT AV","WALNUT ST AND VINAL AV","4 PLEASANT AV",-71.0951086,42.3841415,1,2013-08-15 18:29:00,2013-08-15,"2013-08","08","2013",0,42.3841415,-71.0951086,"5.56666666666667","5.65","4.15","4.3"
"614","40 ATHERTON ST, Somerville, Massachusetts","1400416","CARB MON DETECT","E1","1/11/2014 10:40","1/11/2014 10:40","1/11/2014 10:43","1/11/2014 10:48","E1",2.72,"CARB MON DETECT","S","ATHERTON ST","BEECH ST AND SPRING ST","40 ATHERTON ST",-71.1078613,42.3845902,1,2014-01-11 10:40:00,2014-01-11,"2014-01","01","2014",0,42.3845902,-71.1078613,"2.4","9.75","1.55","7.21666666666667"
"615","40 KENT ST, Somerville, Massachusetts","1206061","MEDICAL AID","E1","7/18/2012 21:14","7/18/2012 21:14","7/18/2012 21:18","7/18/2012 21:24","E1",3.6,"MEDICAL AID","S","KENT ST","DEAD END AND HARRISON ST","40 KENT ST",-71.1102977,42.3825488,1,2012-07-18 21:14:00,2012-07-19,"2012-07","07","2012",0,42.3825488,-71.1102977,"3.18333333333333","10.4","2.21666666666667","7.15"
"616","40 MEMORIAL RD, Somerville, Massachusetts","1202500","MEDICAL AID","E1","3/27/2012 9:43","3/27/2012 9:43","3/27/2012 9:46","3/27/2012 9:59","E1",3.13,"MEDICAL AID","B","MYSTIC RIVER APARTMENTS - SHA","BUTLER DR AND MYSTIC AV","40 MEMORIAL RD",-71.0925721,42.3962426,1,2012-03-27 09:43:00,2012-03-27,"2012-03","03","2012",0,42.3962426,-71.0925721,"8.63333333333333","3.65","7.8","6.8"
"617","40 PARK ST, Somerville, Massachusetts","1307502","MEDICAL AID","E1","8/3/2013 15:15","8/3/2013 15:16","8/3/2013 15:19","8/3/2013 15:36","E1",2.68,"MEDICAL AID","B","BROOKLYN BOULDERS","DANE ST AND PROPERZI WY","40 PARK ST",-71.1068683,42.3818338,1,2013-08-03 15:15:00,2013-08-03,"2013-08","08","2013",0,42.3818338,-71.1068683,"1.7","8.83333333333333","0.633333333333333","6.3"
"618","40 PERRY ST, Somerville, Massachusetts","1404744","MEDICAL AID","E3","5/21/2014 12:07","5/21/2014 12:08","5/21/2014 12:12","5/21/2014 12:23","E3",4.25,"MEDICAL AID","B","LINCOLN PARK - DIAMOND B","WASHINGTON ST AND WYATT ST","40 PERRY ST",-71.1014856,42.3782388,1,2014-05-21 12:07:00,2014-05-21,"2014-05","05","2014",0,42.3782388,-71.1014856,"4.38333333333333","7.75","2.95","4.51666666666667"
"619","40 PORTER ST, Somerville, Massachusetts","1308113","A FIRE ALARM","E1","8/20/2013 10:56","8/20/2013 10:57","8/20/2013 10:57","8/20/2013 11:01","E1",0.08,"A FIRE ALARM","S","PORTER ST","GUSSIE TER AND PETERSON TER","40 PORTER ST",-71.112487,42.388415,1,2013-08-20 10:56:00,2013-08-20,"2013-08","08","2013",0,42.388415,-71.112487,"1.75","8.7","2.95","7.48333333333333"
