"","Full.Address","CAD.inc.Number","Nature.of.Call","Unit","Date.Time.Received","Date.Time.Dispatched","Date.Time.Arrived","Date.Time.Cleared","first.responder","first.responder.response.time","IncType","LocType","LocName","NearTag","Address","lon","lat","is.first.responder","Date","Date.Short","Year.Month","Month","Year","bad.geocode","Y","X","from.Lowell","from.Lowell_in_traffic","from.HQ","from.HQ_in_traffic","from.FiveFifteen","from.FiveFifteen_in_traffic","from.JoyWashington","from.JoyWashington_in_traffic","from.Highland","from.Highland_in_traffic","from.Teele","from.Teele_in_traffic","from.Union","from.Union_in_traffic"
"1116","247 WASHINGTON ST, Somerville, Massachusetts","1412184","MEDICAL AID","E3","12/7/2014 18:54","12/7/2014 18:54","12/7/2014 18:56","12/7/2014 19:21","E3",2.3,"MEDICAL AID","B","TAQUERIA LA MEXICANA","BONNER AV AND SANBORN CT","247 WASHINGTON ST",-71.0941562,42.3797481,1,2014-12-07 18:54:00,2014-12-07,"2014-12","12","2014",0,42.3797481,-71.0941562,"5.96666666666667","7.68333333333333","7.5","9.2","4.48333333333333","6.23333333333333","2.25","2.63333333333333","7.58333333333333","9.5","14.0166666666667","15.7666666666667","1.51666666666667","1.73333333333333"
"1117","248 BROADWAY, Somerville, Massachusetts","1406538","MEDICAL AID","L2","7/9/2014 0:13","7/9/2014 0:14","7/9/2014 0:17","7/9/2014 0:21","L2",2.93,"MEDICAL AID","S","BROADWAY","MELVIN ST AND MONTGOMERY AV","248 BROADWAY",-71.090123,42.39028,1,2014-07-09 00:13:00,2014-07-09,"2014-07","07","2014",0,42.39028,-71.090123,"8.13333333333333","8.8","0.433333333333333","0.416666666666667","7.56666666666667","9.43333333333333","4.93333333333333","6.26666666666667","7.3","8.75","12.6166666666667","15.1833333333333","6.43333333333333","7.51666666666667"
"1118","248 HIGHLAND AVE, Somerville, Massachusetts","1205975","MEDICAL AID","E7","7/17/2012 7:24","7/17/2012 7:26","7/17/2012 7:28","7/17/2012 7:38","E7",1.65,"MEDICAL AID","S","HIGHLAND AV","CROCKER ST AND PORTER ST","248 HIGHLAND AV",-71.1100699,42.390913,1,2012-07-17 07:24:00,2012-07-17,"2012-07","07","2012",0,42.390913,-71.1100699,"2.53333333333333","2.61666666666667","7.6","10.1833333333333","3.76666666666667","4.18333333333333","6.85","9.85","0.216666666666667","0.233333333333333","7.86666666666667","8.96666666666667","6.68333333333333","8.06666666666667"
"1119","248 HOLLAND ST, Somerville, Massachusetts","1406628","OUTSIDE FIRE","E6","7/11/2014 12:51","7/11/2014 12:51","7/11/2014 12:52","7/11/2014 12:55","E6",0.93,"OUTSIDE FIRE","B","RUDY'S CAFE","NEWBURY ST AND BROADWAY","248 HOLLAND ST",-71.127263,42.4030291,1,2014-07-11 12:51:00,2014-07-11,"2014-07","07","2014",0,42.4030291,-71.127263,"8.16666666666667","13.35","11.5333333333333","20.6166666666667","9.4","14.4833333333333","13.1","20.1166666666667","7.41666666666667","10.6666666666667","0.283333333333333","0.4","12.4166666666667","18.0333333333333"
"1120","248 HOLLAND ST, Somerville, Massachusetts","1208762","A FIRE ALARM","E6","10/1/2012 19:51","10/1/2012 19:52","10/1/2012 19:53","10/1/2012 19:57","E6",1.13,"A FIRE ALARM","B","RUDYS CAFE","NEWBURY ST AND BROADWAY","248 HOLLAND ST",-71.127263,42.4030291,1,2012-10-01 19:51:00,2012-10-02,"2012-10","10","2012",0,42.4030291,-71.127263,"8.16666666666667","13.35","11.5333333333333","20.6166666666667","9.4","14.4833333333333","13.1","20.1166666666667","7.41666666666667","10.6666666666667","0.283333333333333","0.4","12.4166666666667","18.0333333333333"
"1121","25 1/2 LINDEN ST, Somerville, Massachusetts","1408851","MEDICAL AID","E3","9/8/2014 2:37","9/8/2014 2:38","9/8/2014 2:41","9/8/2014 2:49","E3",3.23,"MEDICAL AID","S","LINDEN ST","SOMERVILLE AV & CHARLESTOWN ST","25 1/2 LINDEN ST",-71.0926781,42.3783749,1,2014-09-08 02:37:00,2014-09-08,"2014-09","09","2014",0,42.3783749,-71.0926781,"6.05","7.63333333333333","8.01666666666667","9.41666666666667","4.56666666666667","6.2","2.75","2.91666666666667","7.66666666666667","9.5","13.85","18.45","0.283333333333333","0.283333333333333"
"1122","25 ALDRICH ST, Somerville, Massachusetts","1312869","B FIRE ALARM","L2","12/26/2013 18:45","12/26/2013 18:46","12/26/2013 18:50","12/26/2013 18:58","L2",3.98,"B FIRE ALARM","S","ALDRICH ST","MCGRATH HWY AND GILMAN ST","25 ALDRICH ST",-71.0913169,42.3857673,1,2013-12-26 18:45:00,2013-12-26,"2013-12","12","2013",0,42.3857673,-71.0913169,"9.16666666666667","10.3833333333333","2.71666666666667","4.85","7.51666666666667","9.56666666666667","3.21666666666667","4.31666666666667","7.76666666666667","9.63333333333333","14.4333333333333","16.4666666666667","4.81666666666667","5.95"
"1123","25 ARLINGTON ST, Somerville, Massachusetts","1211434","S FIRE ALARM","E2","12/15/2012 15:21","12/15/2012 15:22","12/15/2012 15:25","12/15/2012 15:31","E2",3.03,"S FIRE ALARM","B","ST BENEDICT'S RECTORY","HATHORN ST AND FRANKLIN ST","25 ARLINGTON ST",-71.0825814,42.3862977,1,2012-12-15 15:21:00,2012-12-15,"2012-12","12","2012",0,42.3862977,-71.0825814,"11.8","12.5333333333333","4.1","4.38333333333333","11.2333333333333","14.1666666666667","5.4","5.61666666666667","10.9666666666667","12.85","11.65","12.7166666666667","7.81666666666667","9.43333333333333"
"1124","25 ARLINGTON ST, Somerville, Massachusetts","1310323","S FIRE ALARM","E2","10/16/2013 21:56","10/16/2013 21:56","10/16/2013 22:00","10/16/2013 22:02","E2",3.87,"S FIRE ALARM","B","ST BENEDICT'S RECTORY","HATHORN ST AND FRANKLIN ST","25 ARLINGTON ST",-71.0825814,42.3862977,1,2013-10-16 21:56:00,2013-10-17,"2013-10","10","2013",0,42.3862977,-71.0825814,"11.8","12.5333333333333","4.1","4.38333333333333","11.2333333333333","14.1666666666667","5.4","5.61666666666667","10.9666666666667","12.85","11.65","12.7166666666667","7.81666666666667","9.43333333333333"
"1125","25 ARLINGTON ST, Somerville, Massachusetts","1307723","MEDICAL AID","E2","8/9/2013 12:52","8/9/2013 12:52","8/9/2013 12:56","8/9/2013 13:03","E2",3.68,"MEDICAL AID","B","ST BENEDICT'S RECTORY","HATHORN ST AND FRANKLIN ST","25 ARLINGTON ST",-71.0825814,42.3862977,1,2013-08-09 12:52:00,2013-08-09,"2013-08","08","2013",0,42.3862977,-71.0825814,"11.8","12.5333333333333","4.1","4.38333333333333","11.2333333333333","14.1666666666667","5.4","5.61666666666667","10.9666666666667","12.85","11.65","12.7166666666667","7.81666666666667","9.43333333333333"
"1126","25 BEACON ST, Somerville, Massachusetts","1200900","S FIRE ALARM","E3","2/1/2012 13:34","2/1/2012 13:35","2/1/2012 13:38","2/1/2012 13:45","E3",3.42,"S FIRE ALARM","B","BEACON CONCORD APARTMENTS","CONCORD AV AND BUCKINGHAM ST","25 BEACON ST",-71.1023419,42.3754082,1,2012-02-01 13:34:00,2012-02-01,"2012-02","02","2012",0,42.3754082,-71.1023419,"5.18333333333333","7.73333333333333","10.3166666666667","14.9","3.78333333333333","4.65","6.66666666666667","7.66666666666667","8","9.78333333333333","12.1","14.5833333333333","5.3","6.66666666666667"
"1127","25 BEACON ST, Somerville, Massachusetts","1201448","S FIRE ALARM","E3","2/21/2012 16:01","2/21/2012 16:02","2/21/2012 16:07","2/21/2012 16:12","E3",4.33,"S FIRE ALARM","B","BEACON CONCORD APARTMENTS","CONCORD AV AND BUCKINGHAM ST","25 BEACON ST",-71.1023419,42.3754082,1,2012-02-21 16:01:00,2012-02-21,"2012-02","02","2012",0,42.3754082,-71.1023419,"5.18333333333333","7.73333333333333","10.3166666666667","14.9","3.78333333333333","4.65","6.66666666666667","7.66666666666667","8","9.78333333333333","12.1","14.5833333333333","5.3","6.66666666666667"
"1128","25 BEACON ST, Somerville, Massachusetts","1210563","S FIRE ALARM","E1","11/18/2012 9:29","11/18/2012 9:30","11/18/2012 9:33","11/18/2012 9:43","E1",3.8,"S FIRE ALARM","B","BEACON CONCORD APARTMENTS","CONCORD AV AND BUCKINGHAM ST","25 BEACON ST",-71.1023419,42.3754082,1,2012-11-18 09:29:00,2012-11-18,"2012-11","11","2012",0,42.3754082,-71.1023419,"5.18333333333333","7.73333333333333","10.3166666666667","14.9","3.78333333333333","4.65","6.66666666666667","7.66666666666667","8","9.78333333333333","12.1","14.5833333333333","5.3","6.66666666666667"
"1129","25 BONAIR ST, Somerville, Massachusetts","1301418","MEDICAL AID","E2","2/10/2013 8:37","2/10/2013 8:38","2/10/2013 8:43","2/10/2013 9:05","E2",5.57,"MEDICAL AID","B","WALNUT STREET CENTER","AUTUMN ST AND MACARTHUR ST","25 BONAIR ST",-71.088222,42.3881424,1,2013-02-10 08:37:00,2013-02-10,"2013-02","02","2013",0,42.3881424,-71.088222,"8.18333333333333","11.1333333333333","2.36666666666667","2.66666666666667","7.33333333333333","9.03333333333333","3.36666666666667","4.33333333333333","7.78333333333333","10.3833333333333","14.55","17.6","4.96666666666667","6.23333333333333"
"1130","25 ELM PL, Somerville, Massachusetts","1400421","MEDICAL AID","E7","1/11/2014 12:40","1/11/2014 12:40","1/11/2014 12:43","1/11/2014 12:54","E7",3.22,"MEDICAL AID","S","ELM PL","12 HARVARD ST AND DEAD END","25 ELM PL",-71.108138,42.3856877,1,2014-01-11 12:40:00,2014-01-11,"2014-01","01","2014",0,42.3856877,-71.108138,"2.33333333333333","2.33333333333333","7.95","11.9666666666667","1.96666666666667","2.2","6.86666666666667","8.53333333333333","2.86666666666667","3.31666666666667","9.01666666666667","9.75","5.5","6.71666666666667"
"1131","25 ELM PL, Somerville, Massachusetts","1304562","CARB MON DETECT","T1","5/12/2013 17:25","5/12/2013 17:26","5/12/2013 17:29","5/12/2013 17:31","T1",3.22,"CARB MON DETECT","S","ELM PL","12 HARVARD ST AND DEAD END","25 ELM PL",-71.108138,42.3856877,1,2013-05-12 17:25:00,2013-05-12,"2013-05","05","2013",0,42.3856877,-71.108138,"2.33333333333333","2.33333333333333","7.95","11.9666666666667","1.96666666666667","2.2","6.86666666666667","8.53333333333333","2.86666666666667","3.31666666666667","9.01666666666667","9.75","5.5","6.71666666666667"
"1132","25 HIGHLAND AVE, Somerville, Massachusetts","1205428","MEDICAL AID","E3","6/30/2012 0:49","6/30/2012 0:50","6/30/2012 0:54","6/30/2012 1:08","E3",3.9,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-06-30 00:49:00,2012-06-30,"2012-06","06","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1133","25 HIGHLAND AVE, Somerville, Massachusetts","1205262","MEDICAL AID","E3","6/25/2012 7:48","6/25/2012 7:48","6/25/2012 7:53","6/25/2012 8:07","E3",4.45,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-06-25 07:48:00,2012-06-25,"2012-06","06","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1134","25 HIGHLAND AVE, Somerville, Massachusetts","1304882","MEDICAL AID","E3","5/21/2013 22:04","5/21/2013 22:05","5/21/2013 22:08","5/21/2013 22:19","E3",3.47,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2013-05-21 22:04:00,2013-05-22,"2013-05","05","2013",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1135","25 HIGHLAND AVE, Somerville, Massachusetts","1407246","MEDICAL AID","E3","7/28/2014 9:19","7/28/2014 9:20","7/28/2014 9:24","7/28/2014 9:30","E3",4.27,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2014-07-28 09:19:00,2014-07-28,"2014-07","07","2014",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1136","25 HIGHLAND AVE, Somerville, Massachusetts","1401334","MEDICAL AID","E3","2/8/2014 1:55","2/8/2014 1:56","2/8/2014 2:01","2/8/2014 2:18","E3",4.73,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2014-02-08 01:55:00,2014-02-08,"2014-02","02","2014",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1137","25 HIGHLAND AVE, Somerville, Massachusetts","1305801","MEDICAL AID","E3","6/16/2013 20:09","6/16/2013 20:10","6/16/2013 20:13","6/16/2013 20:21","E3",2.88,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2013-06-16 20:09:00,2013-06-17,"2013-06","06","2013",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1138","25 HIGHLAND AVE, Somerville, Massachusetts","1200402","MEDICAL AID","E3","1/14/2012 19:58","1/14/2012 20:00","1/14/2012 20:04","1/14/2012 20:14","E3",3.7,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-01-14 19:58:00,2012-01-15,"2012-01","01","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1139","25 HIGHLAND AVE, Somerville, Massachusetts","1211807","MEDICAL AID","E3","12/27/2012 8:16","12/27/2012 8:17","12/27/2012 8:21","12/27/2012 8:31","E3",3.85,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-12-27 08:16:00,2012-12-27,"2012-12","12","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1140","25 HIGHLAND AVE, Somerville, Massachusetts","1306132","MEDICAL AID","E3","6/26/2013 22:50","6/26/2013 22:51","6/26/2013 22:53","6/26/2013 22:59","E3",1.67,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2013-06-26 22:50:00,2013-06-27,"2013-06","06","2013",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1141","25 HIGHLAND AVE, Somerville, Massachusetts","1210481","MEDICAL AID","E3","11/15/2012 5:14","11/15/2012 5:14","11/15/2012 5:19","11/15/2012 5:36","E3",4.7,"MEDICAL AID","S","HIGHLAND AV","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-11-15 05:14:00,2012-11-15,"2012-11","11","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1142","25 HIGHLAND AVE, Somerville, Massachusetts","1208446","MEDICAL AID","R1","9/23/2012 11:08","9/23/2012 11:08","9/23/2012 11:12","9/23/2012 11:56","R1",3.22,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-09-23 11:08:00,2012-09-23,"2012-09","09","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1143","25 HIGHLAND AVE, Somerville, Massachusetts","1310423","MEDICAL AID","E3","10/19/2013 18:57","10/19/2013 18:57","10/19/2013 19:00","10/19/2013 19:11","E3",2.93,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2013-10-19 18:57:00,2013-10-19,"2013-10","10","2013",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1144","25 HIGHLAND AVE, Somerville, Massachusetts","1202009","MEDICAL AID","E3","3/11/2012 16:12","3/11/2012 16:12","3/11/2012 16:17","3/11/2012 16:29","E3",4.38,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-03-11 16:12:00,2012-03-11,"2012-03","03","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1145","25 HIGHLAND AVE, Somerville, Massachusetts","1206680","MEDICAL AID","E3","8/6/2012 18:05","8/6/2012 18:06","8/6/2012 18:10","8/6/2012 18:21","E3",4.1,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-08-06 18:05:00,2012-08-06,"2012-08","08","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1146","25 HIGHLAND AVE, Somerville, Massachusetts","1204731","MEDICAL AID","E3","6/8/2012 19:59","6/8/2012 19:59","6/8/2012 20:03","6/8/2012 20:17","E3",3.77,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-06-08 19:59:00,2012-06-09,"2012-06","06","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1147","25 HIGHLAND AVE, Somerville, Massachusetts","1206941","MEDICAL AID","E3","8/13/2012 8:04","8/13/2012 8:05","8/13/2012 8:09","8/13/2012 8:15","E3",3.83,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-08-13 08:04:00,2012-08-13,"2012-08","08","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1148","25 HIGHLAND AVE, Somerville, Massachusetts","1410676","MEDICAL AID","E3","10/24/2014 22:10","10/24/2014 22:10","10/24/2014 22:14","10/24/2014 22:31","E3",4.03,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2014-10-24 22:10:00,2014-10-25,"2014-10","10","2014",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1149","25 HIGHLAND AVE, Somerville, Massachusetts","1209184","MEDICAL AID","E3","10/14/2012 16:19","10/14/2012 16:20","10/14/2012 16:22","10/14/2012 16:27","E3",2.55,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-10-14 16:19:00,2012-10-14,"2012-10","10","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1150","25 HIGHLAND AVE, Somerville, Massachusetts","1306476","MEDICAL AID","E3","7/7/2013 9:07","7/7/2013 9:07","7/7/2013 9:10","7/7/2013 9:21","E3",2.82,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2013-07-07 09:07:00,2013-07-07,"2013-07","07","2013",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1151","25 HIGHLAND AVE, Somerville, Massachusetts","1211500","MEDICAL AID","E3","12/18/2012 0:02","12/18/2012 0:02","12/18/2012 0:05","12/18/2012 0:39","E3",3.25,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-12-18 00:02:00,2012-12-18,"2012-12","12","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1152","25 HIGHLAND AVE, Somerville, Massachusetts","1200244","MEDICAL AID","R1","1/9/2012 16:52","1/9/2012 16:52","1/9/2012 16:55","1/9/2012 17:11","R1",2.98,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-01-09 16:52:00,2012-01-09,"2012-01","01","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1153","25 HIGHLAND AVE, Somerville, Massachusetts","1400268","MEDICAL AID","R1","1/7/2014 9:21","1/7/2014 9:23","1/7/2014 9:26","1/7/2014 9:44","R1",2.47,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2014-01-07 09:21:00,2014-01-07,"2014-01","01","2014",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1154","25 HIGHLAND AVE, Somerville, Massachusetts","1211403","MEDICAL AID","E3","12/14/2012 16:04","12/14/2012 16:05","12/14/2012 16:08","12/14/2012 16:17","E3",3.88,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-12-14 16:04:00,2012-12-14,"2012-12","12","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1155","25 HIGHLAND AVE, Somerville, Massachusetts","1206909","MEDICAL AID","E3","8/12/2012 4:47","8/12/2012 4:48","8/12/2012 4:52","8/12/2012 5:09","E3",4.45,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-08-12 04:47:00,2012-08-12,"2012-08","08","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1156","25 HIGHLAND AVE, Somerville, Massachusetts","1208785","MEDICAL AID","E3","10/2/2012 13:26","10/2/2012 13:27","10/2/2012 13:30","10/2/2012 13:45","E3",2.9,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2012-10-02 13:26:00,2012-10-02,"2012-10","10","2012",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1157","25 HIGHLAND AVE, Somerville, Massachusetts","1308200","MEDICAL AID","E3","8/22/2013 18:40","8/22/2013 18:40","8/22/2013 18:44","8/22/2013 18:57","E3",3.65,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2013-08-22 18:40:00,2013-08-22,"2013-08","08","2013",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1158","25 HIGHLAND AVE, Somerville, Massachusetts","1410530","MEDICAL AID","E3","10/21/2014 8:28","10/21/2014 8:28","10/21/2014 8:32","10/21/2014 8:36","E3",3.2,"MEDICAL AID","B","BURTON FAULKNER TOWER","MEDFORD ST AND WALNUT ST","25 HIGHLAND AV",-71.093642,42.385268,1,2014-10-21 08:28:00,2014-10-21,"2014-10","10","2014",0,42.385268,-71.093642,"6.31666666666667","8.25","5.63333333333333","6.63333333333333","5.26666666666667","6.2","2.5","2.91666666666667","5.91666666666667","7.86666666666667","13","14.8","4.08333333333333","4.85"
"1159","25 JAQUES ST, Somerville, Massachusetts","1300224","MEDICAL AID","R1","1/7/2013 6:18","1/7/2013 6:20","1/7/2013 6:22","1/7/2013 6:32","R1",2.05,"MEDICAL AID","S","JAQUES ST","GRANT ST AND TEMPLE ST","25 JAQUES ST",-71.090189,42.3932829,1,2013-01-07 06:18:00,2013-01-07,"2013-01","01","2013",0,42.3932829,-71.090189,"8.08333333333333","8.2","2.4","2.4","7.51666666666667","9.1","5.6","7.18333333333333","7.23333333333333","8.21666666666667","12.55","13.8166666666667","7.2","9.18333333333333"
"1160","25 LATIN WY, Somerville, Massachusetts","1304038","MEDICAL AID","L3","4/27/2013 14:11","4/27/2013 14:12","4/27/2013 14:16","4/27/2013 14:21","L3",4.43,"MEDICAL AID","B","DEWICK MACPHIE HALL","TALBOT AV AND TILTON LN","25 LATIN WY",-71.1212429,42.4052932,1,2013-04-27 14:11:00,2013-04-27,"2013-04","04","2013",0,42.4052932,-71.1212429,"9.7","11.2833333333333","11.35","14.3666666666667","11.1333333333333","11.8666666666667","15.1666666666667","17.9166666666667","6.86666666666667","9.23333333333333","2.91666666666667","2.93333333333333","13.45","17.0666666666667"
